src/chess/Cell.java:10:	Avoid unused imports such as 'theme.Theme'
src/chess/Cell.java:146:	publicMethodCommentRequirement Required
src/chess/Cell.java:151:	publicMethodCommentRequirement Required
src/chess/Cell.java:157:	publicMethodCommentRequirement Required
src/chess/Cell.java:162:	Potential violation of Law of Demeter (static property access)
src/chess/Cell.java:165:	Potential violation of Law of Demeter (static property access)
src/chess/Cell.java:170:	publicMethodCommentRequirement Required
src/chess/GameSettings.java:8:	Avoid unused imports such as 'java.awt.Graphics'
src/chess/GameSettings.java:21:	It is a good practice to call super() in a constructor
src/chess/GameSettings.java:31:	Comment is too large: Line too long
src/chess/GameSettings.java:46:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:46:	publicMethodCommentRequirement Required
src/chess/GameSettings.java:54:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:54:	publicMethodCommentRequirement Required
src/chess/GameSettings.java:62:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:62:	publicMethodCommentRequirement Required
src/chess/GameSettings.java:69:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:69:	publicMethodCommentRequirement Required
src/chess/GameSettings.java:74:	Local variable 'layout' could be declared final
src/chess/GameSettings.java:75:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:76:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:77:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:78:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:79:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:80:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:82:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:83:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:83:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:83:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:83:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:83:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:90:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:90:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:95:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:96:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:97:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:101:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:101:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:101:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:113:	Avoid unused method parameters such as 'evt'.
src/chess/GameSettings.java:113:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:115:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:116:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:120:	Avoid unused method parameters such as 'evt'.
src/chess/GameSettings.java:120:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:122:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:123:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:126:	Avoid unused method parameters such as 'evt'.
src/chess/GameSettings.java:126:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:128:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:129:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:132:	Avoid unused method parameters such as 'evt'.
src/chess/GameSettings.java:132:	Parameter 'evt' is not assigned and could be declared final
src/chess/GameSettings.java:140:	Found 'UR'-anomaly for variable 'info' (lines '140'-'148').
src/chess/GameSettings.java:142:	Comment is too large: Line too long
src/chess/GameSettings.java:143:	Comment is too large: Line too long
src/chess/GameSettings.java:144:	Comment is too large: Line too long
src/chess/GameSettings.java:147:	Local variable 'info' could be declared final
src/chess/GameSettings.java:147:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:149:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:154:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:154:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:154:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:154:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:156:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:156:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:156:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:156:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:158:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:158:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:158:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:158:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:160:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:160:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:160:	Potential violation of Law of Demeter (method chain calls)
src/chess/GameSettings.java:160:	Potential violation of Law of Demeter (static property access)
src/chess/GameSettings.java:178:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:178:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:178:	Perhaps 'blueBerryPie' could be replaced by a local variable.
src/chess/GameSettings.java:178:	fieldCommentRequirement Required
src/chess/GameSettings.java:179:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:179:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:179:	Perhaps 'classic' could be replaced by a local variable.
src/chess/GameSettings.java:179:	fieldCommentRequirement Required
src/chess/GameSettings.java:180:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:180:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:180:	Perhaps 'hersheysChoco' could be replaced by a local variable.
src/chess/GameSettings.java:180:	fieldCommentRequirement Required
src/chess/GameSettings.java:181:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:181:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:181:	Perhaps 'jButton1' could be replaced by a local variable.
src/chess/GameSettings.java:181:	fieldCommentRequirement Required
src/chess/GameSettings.java:182:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:182:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:182:	Perhaps 'selectTheme' could be replaced by a local variable.
src/chess/GameSettings.java:182:	fieldCommentRequirement Required
src/chess/GameSettings.java:183:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/chess/GameSettings.java:183:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/GameSettings.java:183:	Perhaps 'themeButtonGroup' could be replaced by a local variable.
src/chess/GameSettings.java:183:	fieldCommentRequirement Required
src/chess/Main.java:1:	A high number of imports can indicate a high degree of coupling within an object.
src/chess/Main.java:1:	Possible God class (WMC=219, ATFD=249, TCC=0.10241820768136557)
src/chess/Main.java:3:	Avoid duplicate imports such as 'java.awt.BorderLayout'
src/chess/Main.java:4:	Avoid duplicate imports such as 'java.awt.Button'
src/chess/Main.java:5:	Avoid duplicate imports such as 'java.awt.Color'
src/chess/Main.java:6:	Avoid duplicate imports such as 'java.awt.Container'
src/chess/Main.java:7:	Avoid duplicate imports such as 'java.awt.Dimension'
src/chess/Main.java:8:	Avoid duplicate imports such as 'java.awt.FlowLayout'
src/chess/Main.java:9:	Avoid duplicate imports such as 'java.awt.Font'
src/chess/Main.java:10:	Avoid duplicate imports such as 'java.awt.Graphics'
src/chess/Main.java:11:	Avoid duplicate imports such as 'java.awt.GridLayout'
src/chess/Main.java:12:	Avoid duplicate imports such as 'java.awt.HeadlessException'
src/chess/Main.java:13:	Avoid duplicate imports such as 'java.awt.event.ActionEvent'
src/chess/Main.java:14:	Avoid duplicate imports such as 'java.awt.event.ActionListener'
src/chess/Main.java:15:	Avoid duplicate imports such as 'java.awt.event.MouseEvent'
src/chess/Main.java:16:	Avoid duplicate imports such as 'java.awt.event.MouseListener'
src/chess/Main.java:18:	Avoid unused imports such as 'javax.crypto.NullCipher'
src/chess/Main.java:20:	Avoid unused imports such as 'javax.sound.sampled.AudioInputStream'
src/chess/Main.java:21:	Avoid unused imports such as 'javax.sound.sampled.AudioSystem'
src/chess/Main.java:22:	Avoid unused imports such as 'javax.sound.sampled.Clip'
src/chess/Main.java:24:	Avoid unused imports such as 'javax.swing.border.Border'
src/chess/Main.java:47:	Avoid duplicate imports such as 'javax.imageio.ImageIO'
src/chess/Main.java:48:	Avoid duplicate imports such as 'javax.swing.BorderFactory'
src/chess/Main.java:49:	Avoid duplicate imports such as 'javax.swing.ImageIcon'
src/chess/Main.java:50:	Avoid duplicate imports such as 'javax.swing.JComboBox'
src/chess/Main.java:51:	Avoid duplicate imports such as 'javax.swing.JFrame'
src/chess/Main.java:52:	Avoid duplicate imports such as 'javax.swing.JLabel'
src/chess/Main.java:53:	Avoid duplicate imports such as 'javax.swing.JOptionPane'
src/chess/Main.java:54:	Avoid duplicate imports such as 'javax.swing.JPanel'
src/chess/Main.java:55:	Avoid duplicate imports such as 'javax.swing.JScrollPane'
src/chess/Main.java:56:	Avoid duplicate imports such as 'javax.swing.JSlider'
src/chess/Main.java:57:	Avoid duplicate imports such as 'javax.swing.JSplitPane'
src/chess/Main.java:58:	Avoid duplicate imports such as 'javax.swing.border.TitledBorder'
src/chess/Main.java:59:	Avoid duplicate imports such as 'javax.swing.event.ChangeEvent'
src/chess/Main.java:60:	Avoid duplicate imports such as 'javax.swing.event.ChangeListener'
src/chess/Main.java:62:	Avoid duplicate imports such as 'pieces.Bishop'
src/chess/Main.java:63:	Avoid duplicate imports such as 'pieces.King'
src/chess/Main.java:64:	Avoid duplicate imports such as 'pieces.Knight'
src/chess/Main.java:65:	Avoid duplicate imports such as 'pieces.NullPiece'
src/chess/Main.java:66:	Avoid duplicate imports such as 'pieces.Pawn'
src/chess/Main.java:67:	Avoid duplicate imports such as 'pieces.Piece'
src/chess/Main.java:68:	Avoid duplicate imports such as 'pieces.Queen'
src/chess/Main.java:69:	Avoid duplicate imports such as 'pieces.Rook'
src/chess/Main.java:70:	Avoid duplicate imports such as 'theme.HersheyChocolate'
src/chess/Main.java:70:	Avoid unused imports such as 'theme.HersheyChocolate'
src/chess/Main.java:72:	Avoid really long classes.
src/chess/Main.java:72:	Avoid short class names like Main
src/chess/Main.java:72:	The class 'Main' has a Cyclomatic Complexity of 5 (Highest = 37).
src/chess/Main.java:72:	The class 'Main' has a Modified Cyclomatic Complexity of 4 (Highest = 24).
src/chess/Main.java:72:	The class 'Main' has a Standard Cyclomatic Complexity of 4 (Highest = 24).
src/chess/Main.java:72:	This class has too many methods, consider refactoring it.
src/chess/Main.java:72:	To be compliant to J2EE, a webapp should not use any thread.
src/chess/Main.java:72:	Too many fields
src/chess/Main.java:72:	headerCommentRequirement Required
src/chess/Main.java:77:	Variables that are final and static should be all capitals, 'Height' is not all capitals.
src/chess/Main.java:77:	fieldCommentRequirement Required
src/chess/Main.java:78:	Variables that are final and static should be all capitals, 'Width' is not all capitals.
src/chess/Main.java:78:	fieldCommentRequirement Required
src/chess/Main.java:79:	fieldCommentRequirement Required
src/chess/Main.java:80:	fieldCommentRequirement Required
src/chess/Main.java:81:	fieldCommentRequirement Required
src/chess/Main.java:82:	fieldCommentRequirement Required
src/chess/Main.java:83:	fieldCommentRequirement Required
src/chess/Main.java:84:	fieldCommentRequirement Required
src/chess/Main.java:85:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:85:	fieldCommentRequirement Required
src/chess/Main.java:86:	fieldCommentRequirement Required
src/chess/Main.java:87:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:87:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:87:	fieldCommentRequirement Required
src/chess/Main.java:88:	Avoid using redundant field initializer for 'chance'
src/chess/Main.java:88:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:88:	fieldCommentRequirement Required
src/chess/Main.java:89:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:89:	fieldCommentRequirement Required
src/chess/Main.java:90:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:90:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:90:	fieldCommentRequirement Required
src/chess/Main.java:91:	Avoid using redundant field initializer for 'black'
src/chess/Main.java:91:	Avoid using redundant field initializer for 'white'
src/chess/Main.java:91:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:91:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:91:	fieldCommentRequirement Required
src/chess/Main.java:92:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:92:	fieldCommentRequirement Required
src/chess/Main.java:93:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:93:	fieldCommentRequirement Required
src/chess/Main.java:94:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:94:	fieldCommentRequirement Required
src/chess/Main.java:95:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:95:	fieldCommentRequirement Required
src/chess/Main.java:96:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:96:	fieldCommentRequirement Required
src/chess/Main.java:97:	Avoid unused private fields such as 'sessionComboPanel'.
src/chess/Main.java:97:	Private field 'sessionComboPanel' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:97:	fieldCommentRequirement Required
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:98:	fieldCommentRequirement Required
src/chess/Main.java:99:	fieldCommentRequirement Required
src/chess/Main.java:100:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:100:	fieldCommentRequirement Required
src/chess/Main.java:101:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:101:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:101:	fieldCommentRequirement Required
src/chess/Main.java:102:	The field name indicates a constant but its modifiers do not
src/chess/Main.java:102:	Variables should start with a lowercase character, 'CHNC' starts with uppercase character.
src/chess/Main.java:102:	fieldCommentRequirement Required
src/chess/Main.java:103:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:103:	fieldCommentRequirement Required
src/chess/Main.java:104:	Variables should start with a lowercase character, 'Mainboard' starts with uppercase character.
src/chess/Main.java:104:	fieldCommentRequirement Required
src/chess/Main.java:105:	Avoid using redundant field initializer for 'end'
src/chess/Main.java:105:	Avoid using redundant field initializer for 'selected'
src/chess/Main.java:105:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:105:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:105:	fieldCommentRequirement Required
src/chess/Main.java:106:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:106:	fieldCommentRequirement Required
src/chess/Main.java:107:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:107:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:107:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:107:	fieldCommentRequirement Required
src/chess/Main.java:108:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:108:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:108:	fieldCommentRequirement Required
src/chess/Main.java:109:	Avoid using implementation types like 'ArrayList'; use the interface instead
