src/chess/Cell.java:13:	Avoid short class names like Cell
src/chess/Main.java:30:	The class 'Main' has a Standard Cyclomatic Complexity of 6 (Highest = 24).
src/chess/Main.java:30:	Too many fields
src/chess/Main.java:31:	This class has too many methods, consider refactoring it.
src/chess/Main.java:35:	Variables that are final and static should be all capitals, 'Height' is not all capitals.
src/chess/Main.java:35:	fieldCommentRequirement Required
src/chess/Main.java:36:	Variables that are final and static should be all capitals, 'Width' is not all capitals.
src/chess/Main.java:36:	fieldCommentRequirement Required
src/chess/Main.java:37:	fieldCommentRequirement Required
src/chess/Main.java:38:	fieldCommentRequirement Required
src/chess/Main.java:39:	fieldCommentRequirement Required
src/chess/Main.java:40:	Avoid variables with short names like bp
src/chess/Main.java:40:	Avoid variables with short names like wp
src/chess/Main.java:40:	fieldCommentRequirement Required
src/chess/Main.java:41:	Avoid variables with short names like bq
src/chess/Main.java:41:	Avoid variables with short names like wq
src/chess/Main.java:41:	fieldCommentRequirement Required
src/chess/Main.java:42:	Avoid variables with short names like bk
src/chess/Main.java:42:	Avoid variables with short names like wk
src/chess/Main.java:42:	fieldCommentRequirement Required
src/chess/Main.java:43:	Avoid variables with short names like c
src/chess/Main.java:43:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:43:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:43:	Perhaps 'c' could be replaced by a local variable.
src/chess/Main.java:43:	fieldCommentRequirement Required
src/chess/Main.java:44:	Avoid using redundant field initializer for 'chance'
src/chess/Main.java:44:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:44:	fieldCommentRequirement Required
src/chess/Main.java:45:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:45:	fieldCommentRequirement Required
src/chess/Main.java:46:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:46:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:46:	fieldCommentRequirement Required
src/chess/Main.java:47:	Avoid using redundant field initializer for 'Black'
src/chess/Main.java:47:	Avoid using redundant field initializer for 'White'
src/chess/Main.java:47:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:47:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:47:	Variables should start with a lowercase character, 'Black' starts with uppercase character.
src/chess/Main.java:47:	Variables should start with a lowercase character, 'White' starts with uppercase character.
src/chess/Main.java:47:	fieldCommentRequirement Required
src/chess/Main.java:48:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:48:	Private field 'board' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:48:	fieldCommentRequirement Required
src/chess/Main.java:49:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:49:	Private field 'wdetails' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:49:	fieldCommentRequirement Required
src/chess/Main.java:50:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:50:	Private field 'bdetails' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:50:	fieldCommentRequirement Required
src/chess/Main.java:51:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:51:	Perhaps 'wcombopanel' could be replaced by a local variable.
src/chess/Main.java:51:	Private field 'wcombopanel' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:51:	fieldCommentRequirement Required
src/chess/Main.java:52:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:52:	Perhaps 'bcombopanel' could be replaced by a local variable.
src/chess/Main.java:52:	Private field 'bcombopanel' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:52:	fieldCommentRequirement Required
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:53:	Perhaps 'time' could be replaced by a local variable.
src/chess/Main.java:53:	Private field 'BlackPlayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'WhitePlayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'controlPanel' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'displayTime' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'showPlayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'temp' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Private field 'time' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:53:	Variables should start with a lowercase character, 'BlackPlayer' starts with uppercase character.
src/chess/Main.java:53:	Variables should start with a lowercase character, 'WhitePlayer' starts with uppercase character.
src/chess/Main.java:53:	fieldCommentRequirement Required
src/chess/Main.java:54:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:54:	Private field 'split' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:54:	fieldCommentRequirement Required
src/chess/Main.java:55:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:55:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:55:	Private field 'label' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:55:	fieldCommentRequirement Required
src/chess/Main.java:56:	The field name indicates a constant but its modifiers do not
src/chess/Main.java:56:	Variables should start with a lowercase character, 'CHNC' starts with uppercase character.
src/chess/Main.java:56:	fieldCommentRequirement Required
src/chess/Main.java:57:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:57:	fieldCommentRequirement Required
src/chess/Main.java:58:	Variables should start with a lowercase character, 'Mainboard' starts with uppercase character.
src/chess/Main.java:58:	fieldCommentRequirement Required
src/chess/Main.java:59:	Avoid using redundant field initializer for 'end'
src/chess/Main.java:59:	Avoid using redundant field initializer for 'selected'
src/chess/Main.java:59:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:59:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:59:	fieldCommentRequirement Required
src/chess/Main.java:60:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:60:	Perhaps 'content' could be replaced by a local variable.
src/chess/Main.java:60:	Private field 'content' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:60:	fieldCommentRequirement Required
src/chess/Main.java:61:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:61:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:61:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:61:	Private field 'wplayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:61:	fieldCommentRequirement Required
src/chess/Main.java:62:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:62:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:62:	Perhaps 'Wnames' could be replaced by a local variable.
src/chess/Main.java:62:	Private field 'Wnames' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:62:	Variables should start with a lowercase character, 'Wnames' starts with uppercase character.
src/chess/Main.java:62:	fieldCommentRequirement Required
src/chess/Main.java:63:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:63:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:63:	Perhaps 'Bnames' could be replaced by a local variable.
src/chess/Main.java:63:	Private field 'Bnames' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:63:	Variables should start with a lowercase character, 'Bnames' starts with uppercase character.
src/chess/Main.java:63:	fieldCommentRequirement Required
src/chess/Main.java:64:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:64:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:64:	Private field 'bcombo' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:64:	Private field 'wcombo' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:64:	fieldCommentRequirement Required
src/chess/Main.java:65:	Avoid using redundant field initializer for 'bname'
src/chess/Main.java:65:	Avoid using redundant field initializer for 'winner'
src/chess/Main.java:65:	Avoid using redundant field initializer for 'wname'
src/chess/Main.java:65:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:65:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:65:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:65:	Private field 'bname' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:65:	Private field 'wname' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:65:	fieldCommentRequirement Required
src/chess/Main.java:66:	Possible unsafe assignment to a non-final static field in a constructor.
src/chess/Main.java:66:	To avoid mistakes add a comment at the beginning of the move field if you want a default access modifier
src/chess/Main.java:66:	Use explicit scoping instead of the default package private level
src/chess/Main.java:66:	fieldCommentRequirement Required
src/chess/Main.java:67:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:67:	fieldCommentRequirement Required
src/chess/Main.java:68:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:68:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:68:	Perhaps 'bscroll' could be replaced by a local variable.
src/chess/Main.java:68:	Perhaps 'wscroll' could be replaced by a local variable.
src/chess/Main.java:68:	Private field 'bscroll' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:68:	Private field 'wscroll' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:68:	fieldCommentRequirement Required
src/chess/Main.java:69:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:69:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:69:	Private field 'BNames' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:69:	Private field 'WNames' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:69:	Variables should start with a lowercase character, 'BNames' starts with uppercase character.
src/chess/Main.java:69:	Variables should start with a lowercase character, 'WNames' starts with uppercase character.
src/chess/Main.java:69:	fieldCommentRequirement Required
src/chess/Main.java:70:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:70:	Private field 'timeSlider' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:70:	fieldCommentRequirement Required
src/chess/Main.java:71:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:71:	Perhaps 'image' could be replaced by a local variable.
src/chess/Main.java:71:	fieldCommentRequirement Required
src/chess/Main.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/chess/Main.java:72:	Private field 'BNewPlayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:72:	Private field 'WNewPlayer' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:72:	Private field 'bselect' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:72:	Private field 'start' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:72:	Private field 'wselect' could be made final; it is only initialized in the declaration or constructor.
src/chess/Main.java:72:	Variables should start with a lowercase character, 'BNewPlayer' starts with uppercase character.
src/chess/Main.java:72:	Variables should start with a lowercase character, 'WNewPlayer' starts with uppercase character.
src/chess/Main.java:72:	fieldCommentRequirement Required
src/chess/Main.java:73:	Possible unsafe assignment to a non-final static field in a constructor.
src/chess/Main.java:73:	fieldCommentRequirement Required
src/chess/Main.java:74:	Parameter 'args' is not assigned and could be declared final
src/chess/Main.java:74:	publicMethodCommentRequirement Required
src/chess/Main.java:97:	Avoid instantiating new objects inside loops
src/chess/Main.java:98:	Avoid instantiating new objects inside loops
src/chess/Main.java:108:	It is a good practice to call super() in a constructor
src/chess/Main.java:108:	The constructor with 0 parameters has an NCSS line count of 103
src/chess/Main.java:113:	Assigning an Object to null is a code smell.  Consider refactoring.
src/chess/Main.java:114:	Assigning an Object to null is a code smell.  Consider refactoring.
src/chess/Main.java:115:	Assigning an Object to null is a code smell.  Consider refactoring.
src/chess/Main.java:124:	Local variable 'img' could be declared final
src/chess/Main.java:128:	Comment is too large: Too many lines
src/chess/Main.java:139:	Local variable 'witr' could be declared final
src/chess/Main.java:140:	Avoid using while statements without curly braces
src/chess/Main.java:144:	Local variable 'bitr' could be declared final
src/chess/Main.java:145:	Avoid using while statements without curly braces
src/chess/Main.java:171:	Local variable 'whitestats' could be declared final
src/chess/Main.java:172:	Local variable 'blackstats' could be declared final
src/chess/Main.java:209:	Comment is too large: Too many lines
src/chess/Main.java:257:	Local variable 'setTime' could be declared final
src/chess/Main.java:277:	Found 'DU'-anomaly for variable 'serialVersionUID' (lines '277'-'297').
src/chess/Main.java:280:	Avoid variables with short names like g
src/chess/Main.java:280:	Parameter 'g' is not assigned and could be declared final
src/chess/Main.java:280:	publicMethodCommentRequirement Required
src/chess/Main.java:282:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:282:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:284:	System.out.println is used
src/chess/Main.java:300:	The method 'defineAllCells' has a Cyclomatic Complexity of 37.
src/chess/Main.java:300:	The method 'defineAllCells' has a Modified Cyclomatic Complexity of 21.
src/chess/Main.java:300:	The method 'defineAllCells' has a Standard Cyclomatic Complexity of 21.
src/chess/Main.java:300:	publicMethodCommentRequirement Required
src/chess/Main.java:301:	Avoid variables with short names like P
src/chess/Main.java:301:	Unnecessary use of fully qualified name 'pieces.Piece' due to existing import 'pieces.*'
src/chess/Main.java:301:	Variables should start with a lowercase character, 'P' starts with uppercase character.
src/chess/Main.java:304:	Avoid using for statements without curly braces
src/chess/Main.java:307:	Assigning an Object to null is a code smell.  Consider refactoring.
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'309').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'311').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'313').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'315').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'317').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'319').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'321').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'323').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'325').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'327').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'329').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'331').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'333').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'335').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'337').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'339').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'341').
src/chess/Main.java:307:	Found 'DD'-anomaly for variable 'P' (lines '307'-'343').
src/chess/Main.java:309:	Avoid using if...else statements without curly braces
src/chess/Main.java:311:	Avoid using if...else statements without curly braces
src/chess/Main.java:313:	Avoid using if...else statements without curly braces
src/chess/Main.java:315:	Avoid using if...else statements without curly braces
src/chess/Main.java:317:	Avoid using if...else statements without curly braces
src/chess/Main.java:319:	Avoid using if...else statements without curly braces
src/chess/Main.java:321:	Avoid using if...else statements without curly braces
src/chess/Main.java:323:	Avoid using if...else statements without curly braces
src/chess/Main.java:325:	Avoid using if...else statements without curly braces
src/chess/Main.java:327:	Avoid using if...else statements without curly braces
src/chess/Main.java:329:	Avoid using if...else statements without curly braces
src/chess/Main.java:331:	Avoid using if...else statements without curly braces
src/chess/Main.java:333:	Avoid using if...else statements without curly braces
src/chess/Main.java:335:	Avoid using if...else statements without curly braces
src/chess/Main.java:337:	Avoid using if...else statements without curly braces
src/chess/Main.java:339:	Avoid using if...else statements without curly braces
src/chess/Main.java:340:	Avoid using Literals in Conditional Statements
src/chess/Main.java:341:	Avoid using if...else statements without curly braces
src/chess/Main.java:342:	Avoid using Literals in Conditional Statements
src/chess/Main.java:342:	Avoid using if statements without curly braces
src/chess/Main.java:344:	Avoid instantiating new objects inside loops
src/chess/Main.java:345:	Potential violation of Law of Demeter (object not created locally)
src/chess/Main.java:353:	Parameter 'timeSlider' is not assigned and could be declared final
src/chess/Main.java:353:	publicMethodCommentRequirement Required
src/chess/Main.java:365:	publicMethodCommentRequirement Required
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:367:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:372:	Avoid unnecessary comparisons in boolean expressions
src/chess/Main.java:372:	Avoid using if statements without curly braces
src/chess/Main.java:374:	Avoid using if statements without curly braces
src/chess/Main.java:376:	Assigning an Object to null is a code smell.  Consider refactoring.
src/chess/Main.java:383:	Avoid using Literals in Conditional Statements
src/chess/Main.java:383:	Use equals() to compare strings instead of '==' or '!='
src/chess/Main.java:384:	Avoid using if...else statements without curly braces
src/chess/Main.java:386:	Avoid using if...else statements without curly braces
src/chess/Main.java:393:	Parameter 'color' is not assigned and could be declared final
src/chess/Main.java:396:	A method should have only one exit point, and that should be the last statement in the method
src/chess/Main.java:396:	Avoid using if...else statements without curly braces
src/chess/Main.java:398:	Avoid using if...else statements without curly braces
src/chess/Main.java:402:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:402:	Parameter 'destlist' is not assigned and could be declared final
src/chess/Main.java:404:	Avoid variables with short names like it
src/chess/Main.java:404:	Local variable 'it' could be declared final
src/chess/Main.java:405:	Avoid using while statements without curly braces
src/chess/Main.java:406:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:410:	Avoid using implementation types like 'ArrayList'; use the interface instead
src/chess/Main.java:410:	Parameter 'destlist' is not assigned and could be declared final
src/chess/Main.java:412:	Avoid variables with short names like it
src/chess/Main.java:412:	Local variable 'it' could be declared final
src/chess/Main.java:413:	Avoid using while statements without curly braces
src/chess/Main.java:414:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:419:	Parameter 'fromcell' is not assigned and could be declared final
src/chess/Main.java:419:	Parameter 'tocell' is not assigned and could be declared final
src/chess/Main.java:421:	Found 'DD'-anomaly for variable 'newboardstate' (lines '421'-'424').
src/chess/Main.java:422:	Avoid using for statements without curly braces
src/chess/Main.java:424:	Avoid instantiating new objects inside loops
src/chess/Main.java:424:	Avoid printStackTrace(); use a logger call instead.
src/chess/Main.java:424:	Found 'DD'-anomaly for variable 'newboardstate' (lines '424'-'424').
src/chess/Main.java:424:	System.out.println is used
src/chess/Main.java:426:	Avoid using if statements without curly braces
src/chess/Main.java:426:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:426:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:426:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:427:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:427:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:427:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:429:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:430:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:430:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:430:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:432:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:433:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:435:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:435:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:435:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:436:	Avoid unnecessary comparisons in boolean expressions
src/chess/Main.java:436:	Avoid unnecessary if..then..else statements when returning booleans
src/chess/Main.java:436:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:436:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:436:	Potential violation of Law of Demeter (method chain calls)
src/chess/Main.java:436:	Potential violation of Law of Demeter (method chain calls)
